0.09	0.94	0.9031
0.09	0.95	0.91175
0.09	0.96	0.9204
0.09	0.97	0.92905
0.09	0.98	0.9377
0.09	0.99	0.94635

0.1	0	0.1
0.1	0.01	0.1085
0.1	0.02	0.117
0.1	0.03	0.1255
0.1	0.04	0.134
0.1	0.05	0.1425
0.1	0.06	0.151
0.1	0.07	0.1595
0.1	0.08	0.168
0.1	0.09	0.1765
0.1	0.1	0.185
0.1	0.11	0.1935
0.1	0.12	0.202
0.1	0.13	0.2105
0.1	0.14	0.219
0.1	0.15	0.2275
0.1	0.16	0.236
0.1	0.17	0.2445
0.1	0.18	0.253
0.1	0.19	0.2615
0.1	0.2	0.27
0.1	0.21	0.2785
0.1	0.22	0.287
0.1	0.23	0.2955
0.1	0.24	0.304
0.1	0.25	0.3125
0.1	0.26	0.321
0.1	0.27	0.3295
0.1	0.28	0.338
0.1	0.29	0.3465
0.1	0.3	0.355
0.1	0.31	0.3635
0.1	0.32	0.372
0.1	0.33	0.3805
0.1	0.34	0.389
0.1	0.35	0.3975
0.1	0.36	0.406
0.1	0.37	0.4145
0.1	0.38	0.423
0.1	0.39	0.4315
0.1	0.4	0.44
0.1	0.41	0.4485
0.1	0.42	0.457
0.1	0.43	0.4655
0.1	0.44	0.474
0.1	0.45	0.4825
0.1	0.46	0.491
0.1	0.47	0.4995
0.1	0.48	0.508
0.1	0.49	0.5165
0.1	0.5	0.525
0.1	0.51	0.5335
0.1	0.52	0.542
0.1	0.53	0.5505
0.1	0.54	0.559
0.1	0.55	0.5675
0.1	0.56	0.576
0.1	0.57	0.5845
0.1	0.58	0.593
0.1	0.59	0.6015
0.1	0.6	0.61
0.1	0.61	0.6185
0.1	0.62	0.627
0.1	0.63	0.6355
0.1	0.64	0.644
0.1	0.65	0.6525
0.1	0.66	0.661
0.1	0.67	0.6695
0.1	0.68	0.678
0.1	0.69	0.6865
0.1	0.7	0.695
0.1	0.71	0.7035
0.1	0.72	0.712
0.1	0.73	0.7205
0.1	0.74	0.729
0.1	0.75	0.7375
0.1	0.76	0.746
0.1	0.77	0.7545
0.1	0.78	0.763
0.1	0.79	0.7715
0.1	0.8	0.78
0.1	0.81	0.7885
0.1	0.82	0.797
0.1	0.83	0.8055
0.1	0.84	0.814
0.1	0.85	0.8225
0.1	0.86	0.831
0.1	0.87	0.8395
0.1	0.88	0.848
0.1	0.89	0.8565
0.1	0.9	0.865
0.1	0.91	0.8735
0.1	0.92	0.882
0.1	0.93	0.8905
0.1	0.94	0.899
0.1	0.95	0.9075
0.1	0.96	0.916
0.1	0.97	0.9245
0.1	0.98	0.933
0.1	0.99	0.9415

0.11	0	0.11
0.11	0.01	0.11835
0.11	0.02	0.1267
0.11	0.03	0.13505
0.11	0.04	0.1434
0.11	0.05	0.15175
0.11	0.06	0.1601
0.11	0.07	0.16845
0.11	0.08	0.1768
0.11	0.09	0.18515
0.11	0.1	0.1935
0.11	0.11	0.20185
0.11	0.12	0.2102
